GeneID,Chr,Start,End,Strand,Length,HI.3202.005.Index_10.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d2.bam,HI.3202.005.Index_11.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d3.bam,HI.3202.005.Index_1.BM_Ctrl.NAB2.PrA.CSL4.URA.d1.bam,HI.3202.005.Index_20.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_21.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_22.BM_shift90.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_23.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d1.bam,HI.3202.005.Index_25.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d2.bam,HI.3202.005.Index_27.BM_shift3h.NAB2.PrA.CSL4pH.URA.37C.d3.bam,HI.3202.005.Index_3.BM_Ctrl.NAB2.PrA.CSL4.URA.d2.bam,HI.3202.005.Index_8.BM_Ctrl.NAB2.PrA.CSL4.URA.d3.bam,HI.3202.005.Index_9.BM_Bfshift.NAB2.PrA.CSL4pH.URA.25C.d1.bam,HI.3758.002.Index_12.BM.MO_dpl.enp1.37C.30.3.1.bam,HI.3758.002.Index_13.BM.MO_dpl.enp1.37C.30.3.2.bam,HI.3758.002.Index_14.BM.MO_dpl.enp1.37C.90.4.1.bam,HI.3758.002.Index_15.BM.MO_dpl.enp1.37C.90.4.2.bam,HI.3758.002.Index_18.BM.MO_dpl.enp1.37C.180.5.1.bam,HI.3758.002.Index_19.BM.MO_dpl.enp1.37C.180.5.2.bam,HI.3758.002.Index_2.BM.MO_dpl.CSL4ph.37C.30.1.1.bam,HI.3758.002.Index_4.BM.MO_dpl.CSL4ph.37C.30.1.2.bam,HI.3758.002.Index_5.BM.MO_dpl.enp1.25C.2.1.bam,HI.3758.002.Index_6.BM.MO_dpl.enp1.25C.2.2.bam,HI.3758.004.Index_21.BM.MO_dpl.srm1.37C.30.7.1.bam,HI.3758.004.Index_22.BM.MO_dpl.srm1.37C.30.7.2.bam,HI.3758.004.Index_25.BM.MO_dpl.srm1.37C.90.8.1.bam,HI.3758.004.Index_27.BM.MO_dpl.srm1.37C.90.8.2.bam,HI.3758.004.Index_8.BM.MO_dpl.srm1.25C.6.1.bam,HI.3758.004.Index_9.BM.MO_dpl.srm1.25C.6.2.bam,HI.4535.001.Index_13.CA_Dis3.1.4.bam,HI.4535.001.Index_16.CA_Rrp6.delta.5.bam,HI.4535.001.Index_18.CA_Rrp6.delta.6.bam,HI.4535.001.Index_2.CA_WT.1.bam,HI.4535.001.Index_4.CA_WT.2.bam,HI.4535.001.Index_7.CA_Dis3.1.3.bam
YDL150W,IV,183343,184611,+,1269,2444,2443,1395,2522,2215,2164,2099,2552,2938,1697,1661,1840,3831,3734,5854,4664,4422,4391,3377,3233,3024,2758,2177,2071,3459,3202,2597,2243,1914,2640,2693,1641,1295,2211
YDL149W,IV,184925,187918,+,2994,658,710,620,1761,1636,1659,1686,2059,2407,808,732,550,2886,2868,3814,3202,2515,2364,2866,2354,1429,1361,3977,3713,4869,4648,1658,1661,1156,1212,1181,961,830,1284
YDL148C,IV,188154,190586,-,2433,4103,4416,2052,2147,2088,1875,1450,2174,2354,2351,2484,3253,3011,2989,5442,4727,5195,4989,3616,3094,5190,5303,1849,1882,4400,4110,3404,3371,2570,5067,5095,3430,2615,2928
YDL147W,IV,190924,192261,+,1338,5478,5775,4463,4588,4105,4045,2846,3970,4293,5098,5569,4296,7239,7686,8498,7753,6848,6382,11766,10576,7830,8441,16106,15890,18146,18154,7427,7494,4486,5963,6114,6409,4940,5249
YDL146W,IV,192750,194225,+,1476,662,627,399,1059,926,977,787,1069,1061,411,525,459,1301,1278,1448,1337,1009,1109,2044,1793,884,990,9670,9574,10867,11403,844,879,787,784,815,795,684,871
YDL145C,IV,194571,198176,-,3606,23799,25008,16921,14588,13047,13313,9472,11687,13366,20962,20965,18909,21591,21783,31649,26523,18739,18616,21081,19338,32105,34093,22546,20864,18076,18001,37638,37123,12606,17775,16925,18937,15132,14066
YDL144C,IV,198662,199732,-,1071,1201,1289,1030,1354,1040,1145,1035,1206,1421,1346,1333,1004,2530,2413,2541,2024,1197,1155,1975,1812,1840,1625,1696,1463,2020,1898,1604,1559,731,1171,1069,1143,903,832
YDL143W,IV,199996,201582,+,1587,9843,9923,6440,7278,6156,6208,4619,5735,6494,7916,8019,7517,11469,11398,16028,13229,9271,9041,11205,10486,12591,12421,7396,6850,11438,11031,11098,10769,5256,8850,8289,6573,5360,6011
YDL142C,IV,201719,202570,-,852,416,440,494,435,349,371,286,400,448,486,593,281,726,661,780,632,552,539,779,762,748,783,426,350,375,381,656,702,321,383,391,514,501,378
YDL141W,IV,203039,205111,+,2073,2130,2252,1219,2347,1981,2138,1867,2367,2764,1524,1517,1736,3553,3715,5336,4573,3143,2959,2830,2718,3099,3326,3308,3127,4365,4293,3440,3393,1679,2247,1999,1758,1357,1814
YDL140C,IV,205360,210561,-,5202,29268,31093,18794,36426,33214,36532,25968,30969,35434,23736,22637,24749,56855,57143,77242,66123,39553,38971,44505,40443,42720,44773,52316,50139,62762,61753,52012,49544,24866,28013,27480,18165,14583,26956
YDL139C,IV,211375,212046,-,672,248,241,282,469,392,498,449,650,644,358,305,192,649,571,1037,806,503,530,494,474,441,453,1188,1062,1625,1428,500,465,259,329,291,297,242,260
YDL138W,IV,213351,215642,+,2292,668,707,451,2074,1904,1819,1835,2216,2716,488,484,589,2275,2290,3032,2620,1689,1685,2180,1988,949,1123,2161,1961,2218,2057,1838,1735,892,1034,956,593,433,892
YDL137W,IV,216529,217074,+,546,3702,3727,4605,1775,1507,1589,903,1178,1422,5210,5427,2768,6003,6098,4651,4070,3068,2737,4892,4349,5275,5454,3921,3832,4707,4372,8537,8227,1821,2108,1984,4110,3358,2056
YDL136W,IV,217600,217602,+,3,1052,1009,885,396,331,340,214,304,406,1073,1358,745,720,785,842,675,929,851,884,916,1448,1445,346,368,490,467,1307,1107,371,716,713,726,633,365
YDL136W,IV,218008,218367,+,360,3537,3622,3062,1347,1104,1137,741,993,1243,3712,4288,2550,2717,2797,2908,2294,2885,2649,3069,2969,5007,4946,1265,1171,1964,1895,4391,4019,1219,2455,2362,2458,2083,1207
YDL135C,IV,218680,219288,-,609,1369,1455,1290,851,901,815,825,1129,1263,1426,1548,1082,1499,1431,1966,1610,1500,1378,1773,1484,1850,1757,2255,2154,2379,2297,1797,1654,841,981,982,1823,1483,847
YDL134C,IV,219662,220771,-,1110,2990,3204,2476,3153,2860,2900,1904,2421,2772,2956,3055,2360,9060,9138,6409,5112,4638,4520,7945,7049,4671,4692,12383,11347,17890,17332,4644,4572,1941,2654,2535,2479,2078,2262
YDL133C-A,IV,221724,221801,-,78,6569,7150,4106,5023,3772,3428,2422,3281,3595,4410,5079,4796,3000,3283,5010,3957,5854,4732,4628,4572,3394,3853,2026,1963,3398,3209,5650,5304,2231,5035,5303,3382,2815,2351
YDL133W,IV,222427,223740,+,1314,771,822,705,1179,1025,874,890,1112,1320,833,865,574,2131,2139,2729,2346,1671,1835,2101,1848,1335,1429,4431,4231,3852,3728,1280,1260,798,985,960,1190,924,916
YDL132W,IV,224304,226751,+,2448,3618,3939,2743,4707,4363,4411,3377,4645,5032,3435,3546,2811,5898,6233,7269,6532,5199,5017,9433,8754,5645,6269,14697,14699,11627,11813,6133,6307,3366,4383,4248,3881,3279,3713
YDL131W,IV,227393,228715,+,1323,4573,4726,3983,3926,3395,2573,2133,3328,3643,4738,4568,3614,7153,11396,10496,11330,6061,6149,6633,6649,7389,5868,3477,3282,1891,2394,5718,7701,3428,8312,7971,4979,2968,3627
YDL130W-A,IV,229171,229431,+,261,447,384,1117,1047,914,910,638,834,887,1173,1434,329,3020,3161,1083,935,476,442,3242,2953,693,738,3259,3101,3350,3290,922,889,542,546,450,1876,1640,634
YDL130W,IV,229906,230019,+,114,9283,9686,7267,3674,3139,3303,2226,2835,3191,9191,9541,7182,5457,5409,6465,5156,6700,6215,4420,4580,11416,11596,2872,2529,4689,4669,9132,8806,2513,6886,6286,6320,5138,2867
YDL130W,IV,230321,230527,+,207,15887,15920,12936,5988,5021,5302,3448,4243,4835,16682,16270,12257,9404,9260,10285,8164,10279,9813,7690,7204,18553,18264,4821,4250,8208,7736,15742,14797,3781,10455,9692,9734,7895,4144
YDL129W,IV,231024,231899,+,876,866,862,625,738,682,651,509,754,844,704,759,659,1020,991,1197,897,1155,1106,1010,967,989,1030,5183,4828,7432,6882,927,856,580,676,637,407,304,726
YDL128W,IV,232652,233887,+,1236,4356,4393,2854,2034,1694,1758,1172,1443,1649,3418,3386,3240,5429,5432,4237,3449,3542,3529,4600,4026,5269,5531,2001,1782,2363,2344,4840,4725,2005,2266,2104,2019,1604,2283
YDL127W,IV,234927,235853,+,927,467,508,461,553,517,479,533,676,774,530,560,362,1532,1571,2847,2340,1961,1967,1197,1152,998,1092,591,519,485,551,1044,1112,809,1185,1156,603,551,917
YDL126C,IV,236157,238664,-,2508,47772,48919,42233,30509,26485,27153,17227,21696,23840,49780,49213,36875,65789,64050,65810,53298,30689,30200,58755,54400,64504,63987,58355,54063,77213,74366,63828,60330,23138,30934,29376,32354,26631,25789
YDL125C,IV,239510,239606,-,97,691,684,635,1163,1053,1084,967,1274,1360,711,870,528,1815,1887,2590,2178,1426,1361,2500,2259,1244,1391,1029,1023,1323,1395,849,804,912,1143,1176,973,849,1058
YDL125C,IV,239019,239398,-,380,2721,2706,2695,2792,2441,2584,2099,2505,2828,2948,3043,2051,5613,5618,7040,5942,3822,3612,5303,4899,4304,4418,4199,3832,5166,4854,3791,3501,2443,3524,3239,2658,2139,2756
YDL124W,IV,240259,241197,+,939,8008,8473,9260,6912,5887,6261,3715,4678,5521,11104,11009,6345,22731,22094,17891,14370,7437,7340,13956,12889,15697,15272,11566,10432,15828,14922,12971,12245,6280,7979,7691,11285,9236,6947
YDL123W,IV,241418,241840,+,423,531,520,315,1407,1255,1308,1076,1345,1475,447,400,383,3327,3213,3156,2536,1347,1423,2206,2001,1049,1038,5468,4906,7384,7149,1011,832,769,787,677,398,325,767
YDL122W,IV,242552,244981,+,2430,4907,5172,2936,4357,3987,4280,3101,3993,4425,3508,3575,3850,7467,7549,9412,8221,7790,7292,7569,7071,6557,6820,13747,13448,17199,16913,6161,5925,3616,5206,5117,3807,3132,3770
YDL121C,IV,245133,245582,-,450,1122,1157,634,690,582,667,542,691,781,701,735,848,336,348,855,752,1021,836,722,635,1142,1186,140,143,234,244,990,929,671,928,871,1163,969,822
YDL120W,IV,245923,246447,+,525,1451,1508,740,1272,1044,1090,991,1188,1370,991,1014,1143,2039,1917,2212,1794,1450,1357,1836,1719,1712,1808,1882,1783,2726,2617,1396,1285,884,1213,1152,1029,784,946
YDL119C,IV,246689,247612,-,924,399,376,411,970,811,823,830,1054,1227,474,451,241,1089,1083,1469,1231,902,925,1080,1051,558,598,804,842,988,1042,460,480,450,419,513,547,471,468
YDL118W,IV,247302,247682,+,381,2,5,0,39,31,38,36,53,60,2,0,2,4,11,30,17,5,10,38,44,2,2,54,48,149,158,1,5,9,6,9,1,0,21
YDL117W,IV,248581,251238,+,2658,2618,2810,1571,3262,2969,3101,2536,3355,3684,1877,2030,2091,4651,4654,5633,4970,4800,4876,5268,4673,3251,3667,5697,5477,4863,4876,3501,3364,2349,3305,3178,2842,2330,2559
YDL116W,IV,251566,253746,+,2181,1763,1911,1174,1741,1666,1644,1332,1952,2217,1399,1594,1352,1932,2174,3345,3155,3560,3529,3227,2905,2591,3147,2604,2644,2260,2395,2603,2629,2252,3308,3229,2532,2016,2292
YDL115C,IV,255045,255126,-,82,75,87,96,142,145,120,137,136,214,128,156,79,253,223,273,194,138,123,281,258,106,112,302,313,438,417,145,97,77,82,92,94,86,95
YDL115C,IV,253995,254974,-,980,638,709,620,1065,1014,909,771,979,1192,745,850,463,1748,1660,1975,1663,1108,1041,2205,1989,888,951,1924,1957,2817,2869,1188,1030,643,797,736,901,685,752
YDL114W-A,IV,254935,255048,+,114,6,3,1,22,20,20,24,30,43,1,1,4,24,27,39,61,42,46,42,32,10,20,47,42,58,67,10,7,7,32,20,1,0,8
YDL114W,IV,255604,256530,+,927,10,24,8,106,73,91,95,118,144,14,13,13,127,114,144,141,117,76,101,94,20,15,218,165,222,260,6,8,52,49,55,31,21,35
YDL113C,IV,256633,258555,-,1923,1065,1256,1509,1697,1405,1384,1189,1655,1800,1652,1890,892,3235,3256,3127,2747,2309,2398,3667,3294,1816,2112,8518,8003,8388,8434,1898,1984,1415,1417,1426,2162,1655,1651
YDL112W,IV,258915,263225,+,4311,5231,5790,2569,3703,3192,3462,3040,4055,4379,3117,3194,4536,3877,4197,8279,7762,8154,8165,4654,4248,6733,7978,2175,2294,3509,3489,5671,5629,4230,8049,7892,4506,3423,4855
YDL111C,IV,263313,264110,-,798,1635,1731,923,1175,1082,1113,870,1188,1339,1131,1118,1292,1810,1787,3225,2600,2550,2592,1935,1839,2261,2253,3053,2924,3216,3167,1712,1742,1386,2550,2451,1532,1229,1466
YDL110C,IV,264512,264964,-,453,726,767,1429,1575,1347,1409,1068,1305,1593,1624,1748,590,4130,3920,3104,2486,1448,1462,3538,3269,2229,2055,2896,2601,3579,3259,2081,1844,1000,739,655,1256,1104,1015
YDL109C,IV,265258,267201,-,1944,430,456,269,1882,1533,1841,1692,1996,2341,350,313,336,2417,2199,4131,3503,2121,2222,1631,1390,637,730,1838,1685,2007,1897,895,882,1153,996,984,494,411,1343
YDL108W,IV,267698,267725,+,28,38,42,32,34,33,19,28,54,51,55,64,41,36,42,58,61,43,41,52,46,37,46,21,29,30,29,58,38,13,40,35,28,50,20
YDL108W,IV,267807,268699,+,893,666,693,578,563,580,528,501,595,712,672,656,536,730,738,1164,912,672,658,872,781,795,792,716,641,836,809,912,928,433,787,639,682,621,454
YDL107W,IV,268921,269976,+,1056,193,215,218,467,432,414,424,460,616,223,263,167,423,438,744,670,517,489,747,742,277,388,453,524,613,680,432,419,293,310,309,467,363,270
YDL106C,IV,270222,271901,-,1680,801,845,926,826,689,775,684,881,942,1062,1168,661,1160,1129,1276,1083,1123,1049,1506,1382,1587,1750,3359,3133,3179,3202,1368,1257,724,812,791,1247,992,790
YDL105W,IV,272389,273597,+,1209,289,252,218,265,239,273,382,487,556,271,304,197,342,400,650,551,495,555,369,371,445,532,879,916,809,885,492,449,226,347,299,262,216,246
YDL104C,IV,273653,274876,-,1224,208,256,181,518,451,427,416,571,612,180,234,161,402,352,564,467,304,292,579,496,262,291,459,442,469,474,366,365,218,243,211,238,199,274
YDL103C,IV,275148,276581,-,1434,2374,2367,2033,2132,1749,1743,1670,2090,2355,2469,2367,1725,2999,2816,4521,3581,2644,2521,2603,2478,3201,3170,1193,1166,1225,1211,3158,3075,1432,2216,2086,2139,1715,1700
YDL102W,IV,276872,280165,+,3294,2218,2312,1402,1972,1745,1895,1775,2388,2621,1542,1666,1724,2425,2760,4643,4023,3270,3225,2629,2430,3234,3531,1981,1792,2248,2231,3434,3264,1735,2799,2771,2145,1704,1978
YDL101C,IV,280307,281848,-,1542,587,677,477,588,528,554,574,775,836,546,627,462,779,866,1558,1323,894,847,788,714,1130,1208,5450,5411,5125,5253,1191,1193,414,572,530,517,450,461
YDL100C,IV,282112,283176,-,1065,6858,7070,6162,4031,3617,3858,2194,2832,3282,7409,7429,5224,5246,5221,6751,5896,4546,4489,7462,6746,8457,8927,5401,5164,6167,6017,8374,7753,3454,6922,6620,7839,6104,3876
YDL099W,IV,283419,284444,+,1026,1251,1326,1413,1110,1046,1033,718,939,1100,1563,1560,1113,1898,2008,2183,1865,1473,1429,2249,1983,1843,1803,1556,1543,2053,1961,1964,1689,768,1182,1213,1362,1107,886
YDL098C,IV,284581,285165,-,585,220,245,159,286,317,288,238,371,378,186,204,153,612,678,906,864,600,558,529,480,428,417,5233,5334,5107,5112,340,381,247,428,423,362,288,280
YDL097C,IV,285391,286695,-,1305,5544,5843,4820,4843,4384,4365,2958,3592,4189,6029,5942,4484,10255,10107,11298,9332,6046,6218,11519,10947,8503,8705,16625,15511,18716,18397,8705,7824,3945,5799,5724,5569,4656,4239
YDL096C,IV,286998,287324,-,327,29,20,20,35,29,34,38,38,51,26,12,6,171,114,212,129,127,97,48,50,66,61,106,79,107,127,61,47,10,21,17,6,4,20
YDL095W,IV,287059,289512,+,2454,12354,12543,11858,15090,13110,13631,10454,12954,14360,14556,13832,9753,15859,15863,30126,24938,17539,17648,17908,16385,17712,18162,8546,7867,11993,11794,22072,21160,10419,12718,12120,12704,10842,11768
YDL094C,IV,289572,290081,-,510,16,14,5,49,45,39,55,57,63,3,14,8,66,84,187,170,130,147,42,39,28,29,15,16,15,18,5,10,39,18,30,7,13,46
YDL093W,IV,289909,292140,+,2232,1404,1464,919,3463,3044,3268,2706,3593,3949,1062,1183,1177,2985,2923,7544,6775,4292,4204,2653,2365,1636,1886,2247,2286,4611,4680,1934,1993,2568,2226,2160,1427,1122,3003
YDL092W,IV,292781,293221,+,441,1080,1191,856,973,764,837,609,806,935,974,1006,857,1268,1369,1746,1550,1486,1363,1491,1486,1757,1741,440,491,806,819,1438,1462,670,975,928,1201,990,726
YDL091C,IV,293392,294759,-,1368,525,588,837,660,624,618,614,770,828,945,903,452,1246,1240,1312,1220,864,902,1122,1052,915,1034,1617,1556,1263,1346,1188,1024,581,606,608,989,774,586
YDL090C,IV,295034,296329,-,1296,801,866,576,599,485,574,544,642,766,665,655,620,740,796,1213,1012,785,767,827,738,1040,1034,1146,1112,1058,1092,967,979,391,373,382,552,433,451
YDL089W,IV,296820,298274,+,1455,716,730,454,596,530,546,462,645,669,462,566,645,636,740,678,606,597,584,1435,1276,939,1054,1305,1290,1139,1094,739,788,570,413,443,603,528,623
YDL088C,IV,298417,300003,-,1587,1409,1396,1255,2003,1886,1811,1789,2455,2627,1423,1561,1226,2580,2804,3443,3195,3665,3679,3661,3199,2467,2564,7113,6657,5743,5788,2544,2442,1948,2594,2423,2088,1616,2178
YDL087C,IV,300214,300999,-,786,459,457,375,801,768,746,776,962,1056,469,442,364,1300,1331,1531,1312,1251,1144,1226,1012,650,628,2729,2408,2191,1977,903,848,689,763,707,537,439,721
YDL086W,IV,301413,302234,+,822,1754,1668,1989,1802,1425,1566,1283,1501,1814,2429,2296,1465,3568,3439,2822,2278,1587,1799,2155,2222,2332,2168,1557,1266,2164,2024,3821,3502,1171,1620,1507,2083,1690,1251
YDL086C-A,IV,301655,302089,-,435,214,218,59,923,774,875,938,1129,1256,69,60,169,501,433,724,603,538,506,854,810,141,159,210,189,288,302,111,119,559,476,488,77,71,671
YDL085C-A,IV,302464,302670,-,207,451,438,341,482,383,462,369,457,529,406,465,342,538,497,770,639,516,514,434,431,423,411,395,373,442,390,787,754,261,457,518,355,358,303
YDL085W,IV,303211,304848,+,1638,33,36,252,471,464,495,430,537,580,268,284,22,1864,1813,1517,1181,298,336,620,628,80,60,487,439,912,852,149,156,155,67,56,273,204,185
YDL084W,IV,305237,306577,+,1341,14877,15839,10757,6302,5799,5675,3865,5172,5704,12579,13729,12159,8900,9558,15006,13270,12462,12241,9879,9344,21443,25276,10491,10209,11255,11527,21346,22007,8019,15777,14894,14092,11473,9046
YDL083C,IV,307766,307789,-,24,2737,2800,2337,880,702,724,448,552,775,2775,3409,2136,1952,2225,1646,1341,1784,1817,1727,1874,3773,3665,804,841,1147,1175,2951,2864,623,1492,1368,1577,1436,756
YDL083C,IV,306926,307333,-,408,22751,23249,19200,7284,6082,6281,3907,4976,5854,22888,22990,16803,16759,16952,14012,11155,14233,13967,13567,12976,29720,28866,6940,6181,9758,9234,25929,25114,5478,13741,12420,14055,12002,6264
YDL082W,IV,308424,308427,+,4,1470,1509,1170,545,429,405,305,378,511,1505,1855,1195,957,1137,980,804,1054,995,1008,1122,1920,1861,620,631,781,756,1517,1377,448,1007,1028,999,800,480
YDL082W,IV,308793,309388,+,596,20102,20119,16469,6729,5666,5831,4080,4806,5414,20305,20239,15245,14166,14194,12489,10274,13248,12540,12790,11996,23878,23780,9215,8172,11591,10900,20144,19099,5377,12560,12041,12540,10435,5721
YDL081C,IV,309802,310122,-,321,21528,22094,18964,9878,8704,8732,6263,7723,8775,21187,23190,17069,9732,9844,13698,11034,16111,15394,10896,10981,28298,30582,5949,5713,4342,4352,22867,23155,7039,17637,15810,13585,11184,8006
YDL080C,IV,310642,312471,-,1830,1132,1290,770,2368,2143,2153,2078,2544,2924,906,896,904,3553,3397,4115,3478,2376,2437,3513,3200,1762,1876,2232,2083,2938,2864,1963,1771,1544,1807,1659,1186,883,1621
YDL079C,IV,314337,314748,-,412,217,206,467,957,851,812,570,752,858,498,533,140,1538,1503,1163,1030,1022,894,3221,2920,342,335,617,625,918,945,99,81,883,296,304,631,524,1003
YDL079C,IV,312951,314044,-,1094,183,227,277,1355,1163,1177,864,1134,1214,296,316,171,2031,2102,1518,1339,1046,1031,4160,3896,327,352,1037,938,1532,1581,102,109,914,333,353,437,296,1050
YDL078C,IV,315357,316388,-,1032,3817,3918,3724,2114,1830,1843,1220,1543,1843,4447,4463,2898,5297,5072,4322,3512,2619,2499,4119,3735,5392,5136,2181,1918,2133,1895,5744,5631,1890,2817,2529,3262,2449,2149
YDL077C,IV,316971,320120,-,3150,1142,1190,819,1547,1477,1504,1454,2022,2279,1002,1036,946,1982,2112,2886,2544,2784,2773,2644,2242,1776,1996,5254,5492,3541,3675,1629,1592,1370,1823,1797,2188,1740,1554
YDL076C,IV,320668,321552,-,885,760,751,725,837,748,829,695,857,1019,891,878,525,1406,1475,1311,1117,1131,1027,1790,1634,1207,1179,2904,2747,2146,2161,1361,1461,581,847,778,1096,890,810
YDL075W,IV,322226,322282,+,57,6254,6489,5981,2257,1972,1922,1255,1598,2104,7085,7893,4558,4333,4671,4556,3798,4809,4574,4270,4212,9155,8558,1416,1425,1389,1320,6853,6488,1530,3597,3628,3836,3156,1745
YDL075W,IV,322704,322988,+,285,21710,22290,20348,7881,6698,6829,4343,5694,6711,24061,24914,15548,15517,15681,15369,11965,15926,14547,13897,12724,28787,27777,5474,4963,5808,5331,22925,21783,5057,12459,12125,12639,10411,5448
snR63,IV,323217,323471,-,255,4857,5576,2887,7295,5835,5558,6468,8809,10270,2775,4021,4120,5552,7437,6716,6303,6848,6287,10136,10731,5301,6310,6200,6539,5862,5357,4507,4438,5435,8684,9307,3967,3190,5648
YDL074C,IV,324047,326149,-,2103,2564,2800,1773,2080,1985,1884,1832,2439,2855,1914,2049,2037,3278,3403,4677,3971,4604,4560,4877,4253,3758,4288,4855,4660,4475,4646,4044,3996,2159,2981,3012,1942,1473,2343
YDL073W,IV,326613,329567,+,2955,997,1149,551,1147,1189,1102,1119,1632,1808,627,742,866,1749,1910,2683,2597,2696,2530,2469,2077,1570,1851,2620,2567,2190,2257,1870,1851,1473,2249,2249,1357,1049,1754
YDL072C,IV,329836,330447,-,612,3576,3636,3574,3979,3494,3668,2356,2895,3381,3840,4264,2620,5772,6225,5034,4304,3369,3163,6964,6813,4225,4847,6510,6214,11105,11328,3853,3618,2347,3303,2859,5099,4397,2622
YDL071C,IV,330666,331040,-,375,52,71,24,216,158,152,161,203,245,23,16,47,116,139,214,145,144,144,284,280,47,51,100,97,208,209,27,32,84,71,50,16,7,75
YDL070W,IV,331024,332940,+,1917,6540,6473,3036,23900,21525,22353,20080,25321,27934,3506,3544,5001,15184,15512,19222,16470,14954,14996,29954,24844,8906,9259,8053,7474,15055,14384,9671,9098,10827,9628,9669,6412,4874,12220
YDL069C,IV,333121,333810,-,690,173,183,118,266,226,235,160,236,272,167,174,102,251,261,302,262,238,255,490,443,185,219,1063,966,991,896,255,265,198,218,234,182,178,236
YDL068W,IV,333500,333829,+,330,8,3,3,41,52,56,67,95,109,4,1,9,34,43,20,44,42,36,54,49,11,8,203,223,351,340,2,4,38,29,49,8,0,37
YDL067C,IV,334217,334396,-,180,885,881,1243,776,636,622,429,614,674,1618,1562,671,1418,1503,1428,1132,1096,969,1567,1467,1293,1242,1106,959,1510,1404,1228,1097,579,1003,964,1079,998,600
YDL066W,IV,334835,336121,+,1287,7341,7089,6796,3963,3454,3524,2389,2957,3130,8226,8510,5471,8696,8665,7395,6130,3920,4126,8281,7448,8687,8817,7564,6905,4510,4309,11878,10990,2951,7644,7147,6499,5268,3608
YDL065C,IV,336249,337277,-,1029,1060,1088,982,1169,1007,983,996,1234,1386,1082,1190,722,1471,1509,2060,1755,1479,1322,1845,1705,1425,1498,1115,1165,2503,2459,1785,1599,657,894,846,896,827,660
YDL064W,IV,337487,337524,+,38,217,193,170,97,82,97,70,92,127,176,238,149,176,207,285,234,243,218,219,196,294,264,113,113,128,133,299,340,129,221,201,229,176,140
YDL064W,IV,337635,338070,+,436,1269,1229,1131,770,669,651,517,643,790,1205,1322,1005,1524,1580,1886,1615,1532,1480,1328,1321,1852,1870,881,853,1054,1028,1990,2103,838,1375,1342,1498,1208,965
YDL063C,IV,338272,340134,-,1863,2004,2285,711,1795,1600,1669,1679,2315,2498,894,988,1704,1081,1138,3049,2787,3466,3227,2196,1860,2072,2524,1826,1946,4292,4357,1528,1579,2206,3914,3922,1961,1502,2567
YDL062W,IV,339857,340282,+,426,1,4,0,8,3,3,4,13,17,0,1,0,28,32,41,36,22,18,8,7,8,10,31,36,46,41,4,2,2,1,2,4,6,8
YDL061C,IV,340628,340798,-,171,8606,9227,6816,3293,2731,2819,1786,2320,2680,8444,9136,6447,6328,6555,5476,4636,6005,5584,6592,6037,11600,11540,2778,2510,4332,4076,11592,11217,2142,4406,4142,5000,4273,2448
YDL060W,IV,341619,343985,+,2367,5986,6099,2559,3426,3175,3065,2481,3054,3565,3111,3169,4605,5222,4996,8111,6728,7163,6926,5266,4822,5989,6030,1866,1822,4908,4824,5217,4945,3065,6513,6320,3790,3144,3388
YDL059C,IV,344237,344953,-,717,233,213,167,315,275,218,255,368,453,222,220,167,254,297,332,261,196,188,552,451,165,187,472,413,426,385,256,262,152,210,203,271,277,195
YDL058W,IV,345665,351037,+,5373,4721,5107,4029,5759,5205,5366,6108,7618,8845,4729,5013,3969,7756,8315,11970,10568,10165,9760,7207,6528,7733,8524,6654,6647,4822,4938,8360,8352,4109,7309,7185,5795,4558,4474
YDL057W,IV,351434,352420,+,987,213,197,281,542,456,469,547,685,779,320,286,158,524,562,879,746,607,535,507,438,244,276,1484,1297,878,848,454,364,235,345,316,486,365,259
YDL056W,IV,352877,355378,+,2502,1285,1343,1255,2100,1724,1776,2091,2700,2869,1443,1585,982,3071,3276,4202,3917,3518,3453,2786,2398,2603,2807,7050,6659,4362,4243,3054,2922,1592,2314,2367,1878,1510,1785
YDL055C,IV,355674,356759,-,1086,35217,36826,47812,13951,11795,11946,6792,8994,9553,56389,57893,27085,41570,41594,54255,45125,42884,42502,32974,31438,54371,56127,9649,9010,6138,5967,57371,56660,20484,28357,26889,28818,23171,22750
tK(UUU)D,IV,359577,359613,+,37,7,8,2,6,1,2,5,6,8,11,6,3,21,19,12,12,36,24,9,8,14,3,3,8,14,12,2,5,2,8,2,4,1,4
tK(UUU)D,IV,359637,359672,+,36,11,15,3,14,4,6,9,9,11,11,9,5,30,32,20,19,61,42,19,10,19,9,7,12,19,9,5,5,17,18,12,6,5,15
YDL054C,IV,359825,361285,-,1461,754,761,735,1126,1014,997,615,863,971,833,923,571,1602,1626,1226,1035,946,989,2724,2478,912,1084,3848,3471,3707,3719,1154,1125,744,989,879,1220,1024,784
