gene	length	Ctrl	l_kb	rpm	rpkm
6666	YHR214C-E	300	1	0.3	0.0349585566311138	0.116528522103713
1547	YOR351C	1494	5	1.494	0.174792783155569	0.116996508136258
7344	YAL064W	285	1	0.285	0.0349585566311138	0.122661602214434
5090	YNR072W	1695	6	1.695	0.209751339786683	0.123747103118987
1431	YOR255W	837	3	0.837	0.104875669893341	0.125299486133024
4614	YNL339C	5561	20	5.561	0.699171132622276	0.125727590832993
7152	YCR097W-A	267	1	0.267	0.0349585566311138	0.130930923712037
3518	YML133C	794	3	0.794	0.104875669893341	0.132085226565921
405	YDR098C-A	1323	5	1.323	0.174792783155569	0.132118505786522
723	YDR365W-A	1323	5	1.323	0.174792783155569	0.132118505786522
1561	YOR365C	2112	8	2.112	0.279668453048911	0.132418775117855
2240	YGR273C	525	2	0.525	0.0699171132622276	0.133175453832815
403	YDR098C-B	1305	5	1.305	0.174792783155569	0.133940830004267
721	YDR365W-B	1305	5	1.305	0.174792783155569	0.133940830004267
5659	YKL131W	522	2	0.522	0.0699171132622276	0.133940830004267
5549	YJR160C	1809	7	1.809	0.244709896417797	0.135273574581424
6322	YHL043W	513	2	0.513	0.0699171132622276	0.136290669127149
7175	YFL058W	1023	4	1.023	0.139834226524455	0.136690348508754
4466	YBR180W	1719	7	1.719	0.244709896417797	0.142355960685164
1651	YGL214W	486	2	0.486	0.0699171132622276	0.143862372967547
4860	YNL120C	486	2	0.486	0.0699171132622276	0.143862372967547
4107	YBL111C	1210	5	1.21	0.174792783155569	0.144456845583115
2934	YLR466C-A	483	2	0.483	0.0699171132622276	0.144755928079146
6674	YHR219C-A	483	2	0.483	0.0699171132622276	0.144755928079146
6548	YHR126C	480	2	0.48	0.0699171132622276	0.145660652629641
1589	YOR391C	714	3	0.714	0.104875669893341	0.146884691727369
1513	YOR325W	474	2	0.474	0.0699171132622276	0.14750445835913
1225	YOR073W-A	234	1	0.234	0.0349585566311138	0.149395541158606
2260	YGR293C	462	2	0.462	0.0699171132622276	0.151335742991835
818	YDR446W	909	4	0.909	0.139834226524455	0.153833032480149
1762	YGL118C	438	2	0.438	0.0699171132622276	0.159628112470839
1647	YGL218W	651	3	0.651	0.104875669893341	0.161099339313889
3227	YPL033C	846	4	0.846	0.139834226524455	0.165288683835054
1261	YOR108C-A	210	1	0.21	0.0349585566311138	0.166469317291018
1518	YOR329W-A	210	1	0.21	0.0349585566311138	0.166469317291018
1522	YOR333C	417	2	0.417	0.0699171132622276	0.167666938278723
3295	YPR027C	834	4	0.834	0.139834226524455	0.167666938278723
5697	YKL097C	411	2	0.411	0.0699171132622276	0.17011463080834
7286	YFR023W	1836	9	1.836	0.314627009680024	0.17136547368193
1854	YGL041C	204	1	0.204	0.0349585566311138	0.17136547368193
4418	YBR134W	402	2	0.402	0.0699171132622276	0.173923167318974
724	YDR366C	399	2	0.399	0.0699171132622276	0.175230860306335
4106	YBL111C	794	4	0.794	0.139834226524455	0.176113635421228
4631	YNL324W	396	2	0.396	0.0699171132622276	0.176558366823807
4697	YNL269W	396	2	0.396	0.0699171132622276	0.176558366823807
5080	YNR062C	984	5	0.984	0.174792783155569	0.177634942231269
3913	YMR172C-A	384	2	0.384	0.0699171132622276	0.182075815787051
6810	YIL068W-A	384	2	0.384	0.0699171132622276	0.182075815787051
6937	YIR030W-A	384	2	0.384	0.0699171132622276	0.182075815787051
145	YDL118W	381	2	0.381	0.0699171132622276	0.183509483627894
4171	YBL062W	381	2	0.381	0.0699171132622276	0.183509483627894
5833	YKR015C	1707	9	1.707	0.314627009680024	0.184315764311672
2635	YLR227W-A	1323	7	1.323	0.244709896417797	0.184965908101131
7266	YFR010W-A	189	1	0.189	0.0349585566311138	0.184965908101131
6923	PWR1	941	5	0.941	0.174792783155569	0.185752160632911
7393	HRA1	564	3	0.564	0.104875669893341	0.185949769314435
2633	YLR227W-B	1305	7	1.305	0.244709896417797	0.187517162005974
2522	YLR154W-A	186	1	0.186	0.0349585566311138	0.187949229199537
6856	YIL029W-A	372	2	0.372	0.0699171132622276	0.187949229199537
6952	YIR044C	186	1	0.186	0.0349585566311138	0.187949229199537
2865	YLR410W-B	1293	7	1.293	0.244709896417797	0.189257460493269
937	YOL164W-A	183	1	0.183	0.0349585566311138	0.191030364104447
1852	YGL041C-B	183	1	0.183	0.0349585566311138	0.191030364104447
2909	YLR445W	183	1	0.183	0.0349585566311138	0.191030364104447
6319	YHL046C	363	2	0.363	0.0699171132622276	0.192609127444153
7193	YFL040W	1623	9	1.623	0.314627009680024	0.193855212372165
6277	YER165C-A	357	2	0.357	0.0699171132622276	0.195846255636492
3867	YMR135W-A	534	3	0.534	0.104875669893341	0.196396385568055
6015	YEL018C-A	534	3	0.534	0.104875669893341	0.196396385568055
327	YDR034C-A	177	1	0.177	0.0349585566311138	0.19750596966731
1087	YOL037C	354	2	0.354	0.0699171132622276	0.19750596966731
2338	YLL006W-A	177	1	0.177	0.0349585566311138	0.19750596966731
4310	YBR051W	351	2	0.351	0.0699171132622276	0.199194054878141
3225	YPL035C	348	2	0.348	0.0699171132622276	0.200911245006401
4058	YMR290W-A	348	2	0.348	0.0699171132622276	0.200911245006401
6320	YHL045W	348	2	0.348	0.0699171132622276	0.200911245006401
3720	YMR018W	1545	9	1.545	0.314627009680024	0.203642077462799
3350	YPR074W-A	171	1	0.171	0.0349585566311138	0.204436003690724
5227	YJL114W	681	4	0.681	0.139834226524455	0.205336602825925
172	YDL094C	510	3	0.51	0.104875669893341	0.205638568418317
2075	YGR139W	339	2	0.339	0.0699171132622276	0.206245171864978
7172	YFL061W	678	4	0.678	0.139834226524455	0.206245171864978
902	YDR521W	336	2	0.336	0.0699171132622276	0.208086646613773
1169	YOR029W	336	2	0.336	0.0699171132622276	0.208086646613773
1579	YOR381W-A	168	1	0.168	0.0349585566311138	0.208086646613773
1877	YGL024W	336	2	0.336	0.0699171132622276	0.208086646613773
3476	YPR170C	336	2	0.336	0.0699171132622276	0.208086646613773
3651	YML031C-A	336	2	0.336	0.0699171132622276	0.208086646613773
3	YDL247W	1830	11	1.83	0.384544122942252	0.210133400514892
6103	YER046W-A	330	2	0.33	0.0699171132622276	0.211870040188569
2867	YLR410W-A	1317	8	1.317	0.279668453048911	0.212352659870092
868	YDR491C	492	3	0.492	0.104875669893341	0.213161930677523
1596	YGL263W	1143	7	1.143	0.244709896417797	0.214094397565876
607	YDR269C	324	2	0.324	0.0699171132622276	0.21579355945132
1971	YGR051C	324	2	0.324	0.0699171132622276	0.21579355945132
5996	YEL032C-A	162	1	0.162	0.0349585566311138	0.21579355945132
6503	YHR086W-A	162	1	0.162	0.0349585566311138	0.21579355945132
4274	YBR019C	2100	13	2.1	0.45446123620448	0.216410112478324
5938	YEL077W-A	483	3	0.483	0.104875669893341	0.217133892118719
2780	YLR341W	1434	9	1.434	0.314627009680024	0.219405167140882
4617	YNL338W	159	1	0.159	0.0349585566311138	0.219865136044741
6049	YER006C-A	318	2	0.318	0.0699171132622276	0.219865136044741
6827	YIL054W	318	2	0.318	0.0699171132622276	0.219865136044741
7466	YAR075W	474	3	0.474	0.104875669893341	0.221256687538695
4460	YBR174C	315	2	0.315	0.0699171132622276	0.221959089721358
6565	YHR139C-A	312	2	0.312	0.0699171132622276	0.224093311737909
1331	YOR169C	465	3	0.465	0.104875669893341	0.225539075039444
829	YDR455C	309	2	0.309	0.0699171132622276	0.226268974958665
4016	YMR254C	309	2	0.309	0.0699171132622276	0.226268974958665
6364	YHL009W-B	4323	28	4.323	0.978839585671187	0.226425997148089
422	YDR114C	303	2	0.303	0.0699171132622276	0.230749548720223
1089	YOL035C	303	2	0.303	0.0699171132622276	0.230749548720223
1865	YGL033W	602	4	0.602	0.139834226524455	0.232282768313049
5527	YJR140W-A	150	1	0.15	0.0349585566311138	0.233057044207425
5698	YKL096C-B	150	1	0.15	0.0349585566311138	0.233057044207425
6665	YHR214C-D	294	2	0.294	0.0699171132622276	0.23781331041574
713	YDR360W	435	3	0.435	0.104875669893341	0.241093494007681
4475	YBR186W	144	1	0.144	0.0349585566311138	0.242767754382735
6822	YIL058W	285	2	0.285	0.0699171132622276	0.245323204428869
2358	YLR013W	426	3	0.426	0.104875669893341	0.246187018528971
5852	YKR033C	426	3	0.426	0.104875669893341	0.246187018528971
461	YDR149C	708	5	0.708	0.174792783155569	0.246882462084137
545	YDR218C	1272	9	1.272	0.314627009680024	0.247348278050334
7350	YAL059C-A	423	3	0.423	0.104875669893341	0.24793302575258
4922	YNL067W-B	141	1	0.141	0.0349585566311138	0.24793302575258
4700	YNL266W	420	3	0.42	0.104875669893341	0.249703975936527
68	YDL186W	834	6	0.834	0.209751339786683	0.251500407418085
580	YDR250C	276	2	0.276	0.0699171132622276	0.253322874138506
3215	YPL044C	549	4	0.549	0.139834226524455	0.254707152139263
6681	YIL173W	4650	34	4.65	1.18859092545787	0.25561095171137
6029	YEL009C-A	408	3	0.408	0.104875669893341	0.257048210522896
7465	YAR073W	1212	9	1.212	0.314627009680024	0.259593242310251
3117	YPL130W	672	5	0.672	0.174792783155569	0.260108308267216
511	YDR193W	399	3	0.399	0.104875669893341	0.262846290459502
3647	YML034C-A	399	3	0.399	0.104875669893341	0.262846290459502
6293	YER179W	132	1	0.132	0.0349585566311138	0.264837550235711
4099	YMR323W	1314	10	1.314	0.349585566311138	0.266046854118066
6370	YHL005C	393	3	0.393	0.104875669893341	0.266859210924533
5941	YEL076C	651	5	0.651	0.174792783155569	0.268498898856481
5939	YEL076C-A	513	4	0.513	0.139834226524455	0.272581338254299
3279	YPR012W	255	2	0.255	0.0699171132622276	0.274184757891089
7236	YFL011W	1641	13	1.641	0.45446123620448	0.276941643025277
5862	YKR040C	504	4	0.504	0.139834226524455	0.277448862151697
6397	YHR014W	876	7	0.876	0.244709896417797	0.279349196823969
2294	YLL046C	750	6	0.75	0.209751339786683	0.279668453048911
2829	YLR379W	375	3	0.375	0.104875669893341	0.279668453048911
7160	YCR104W	375	3	0.375	0.104875669893341	0.279668453048911
6685	YIL170W	1374	11	1.374	0.384544122942252	0.279871996318961
1585	YOR387C	621	5	0.621	0.174792783155569	0.281469860153895
4600	YBR292C	372	3	0.372	0.104875669893341	0.281923843799305
7230	YFL015C	495	4	0.495	0.139834226524455	0.282493386918091
5641	YKL147C	618	5	0.618	0.174792783155569	0.282836218698332
2811	YLR364C-A	123	1	0.123	0.0349585566311138	0.284215907570031
6373	YHL002C-A	489	4	0.489	0.139834226524455	0.285959563444694
2148	YGR190C	366	3	0.366	0.104875669893341	0.286545546156671
6911	YIR013C	366	3	0.366	0.104875669893341	0.286545546156671
929	YDR542W	363	3	0.363	0.104875669893341	0.28891369116623
1598	YGL261C	363	3	0.363	0.104875669893341	0.28891369116623
2727	YLR302C	363	3	0.363	0.104875669893341	0.28891369116623
7182	YFL051C	483	4	0.483	0.139834226524455	0.289511856158293
6363	YHL009W-B	1086	9	1.086	0.314627009680024	0.289711795285474
2971	YPL257W-A	1323	11	1.323	0.384544122942252	0.290660712730349
4405	YBR124W	360	3	0.36	0.104875669893341	0.291321305259282
4525	YBR223W-A	120	1	0.12	0.0349585566311138	0.291321305259282
5548	YJR159W	1074	9	1.074	0.314627009680024	0.292948798584753
5103	YJL222W	4650	39	4.65	1.36338370861344	0.293200797551277
2969	YPL257W-B	1305	11	1.305	0.384544122942252	0.294669826009389
7135	YCR085W	354	3	0.354	0.104875669893341	0.296258954500965
7222	YFL019C	354	3	0.354	0.104875669893341	0.296258954500965
5211	YJL127W-A	117	1	0.117	0.0349585566311138	0.298791082317212
1541	YOR345C	351	3	0.351	0.104875669893341	0.298791082317212
889	YDR509W	348	3	0.348	0.104875669893341	0.301366867509602
5124	YJL202C	348	3	0.348	0.104875669893341	0.301366867509602
4168	YBL065W	345	3	0.345	0.104875669893341	0.303987448966207
4969	YNL034W	1839	16	1.839	0.559336906097821	0.304152749373475
447	YDR136C	573	5	0.573	0.174792783155569	0.305048487182494
150	YDL114W-A	114	1	0.114	0.0349585566311138	0.306654005536086
6258	YER152W-A	567	5	0.567	0.174792783155569	0.308276513501886
5944	YEL074W	339	3	0.339	0.104875669893341	0.309367757797467
6154	YER079C-A	339	3	0.339	0.104875669893341	0.309367757797467
1703	YGL170C	1242	11	1.242	0.384544122942252	0.309616846169285
1144	YOR008C-A	225	2	0.225	0.0699171132622276	0.310742725609901
2530	RDN37-2	1800	16	1.8	0.559336906097821	0.310742725609901
2536	RDN18-2	1800	16	1.8	0.559336906097821	0.310742725609901
1745	YGL132W	336	3	0.336	0.104875669893341	0.312129969920659
3519	YML133C	3331	30	3.331	1.04875669893341	0.314847402862028
1500	YOR314W-A	111	1	0.111	0.0349585566311138	0.314941951631656
1632	YGL230C	444	4	0.444	0.139834226524455	0.314941951631656
5176	YJL156W-A	222	2	0.222	0.0699171132622276	0.314941951631656
6174	YER091C-A	222	2	0.222	0.0699171132622276	0.314941951631656
6717	YIL142C-A	333	3	0.333	0.104875669893341	0.314941951631656
6813	YIL066W-A	444	4	0.444	0.139834226524455	0.314941951631656
7180	YFL053W	1776	16	1.776	0.559336906097821	0.314941951631656
4474	YBR186W	1551	14	1.551	0.489419792835593	0.315551123685102
1370	YOR199W	330	3	0.33	0.104875669893341	0.317805060282853
1927	YGR022C	330	3	0.33	0.104875669893341	0.317805060282853
6063	YER014C-A	439	4	0.439	0.139834226524455	0.318528989805137
3886	YMR151W	438	4	0.438	0.139834226524455	0.319256224941679
973	YOL131W	327	3	0.327	0.104875669893341	0.320720703037741
1816	YGL074C	327	3	0.327	0.104875669893341	0.320720703037741
1164	YOR024W	324	3	0.324	0.104875669893341	0.32369033917698
7453	YAR047C	321	3	0.321	0.104875669893341	0.326715482533774
522	YDR203W	318	3	0.318	0.104875669893341	0.329797704067111
4505	YBR209W	318	3	0.318	0.104875669893341	0.329797704067111
6672	YHR218W-A	318	3	0.318	0.104875669893341	0.329797704067111
4111	YBL107W-A	105	1	0.105	0.0349585566311138	0.332938634582036
4995	YNL012W	105	1	0.105	0.0349585566311138	0.332938634582036
3580	YML083C	1257	12	1.257	0.419502679573366	0.333733237528533
251	YDL026W	312	3	0.312	0.104875669893341	0.336139967606864
1959	YGR039W	312	3	0.312	0.104875669893341	0.336139967606864
1103	YOL024W	519	5	0.519	0.174792783155569	0.336787636137898
3579	YML084W	309	3	0.309	0.104875669893341	0.339403462437998
7364	YAL045C	309	3	0.309	0.104875669893341	0.339403462437998
1586	YOR388C	1131	11	1.131	0.384544122942252	0.340003645395448
6233	YER137W-A	306	3	0.306	0.104875669893341	0.342730947363861
7209	YFL031C-A	102	1	0.102	0.0349585566311138	0.342730947363861
932	YDR545W	5391	53	5.391	1.85280350144903	0.343684567139498
3641	YML039W	3963	39	3.963	1.36338370861344	0.344028187891355
708	YDR355C	303	3	0.303	0.104875669893341	0.346124323080335
2907	YLR444C	303	3	0.303	0.104875669893341	0.346124323080335
3149	YPL102C	303	3	0.303	0.104875669893341	0.346124323080335
6308	YER190W	5046	50	5.046	1.74792783155569	0.346398698286899
4585	YBR277C	402	4	0.402	0.139834226524455	0.347846334637948
6328	YHL037C	402	4	0.402	0.139834226524455	0.347846334637948
6306	YER188C-A	300	3	0.3	0.104875669893341	0.349585566311138
1444	YOR268C	399	4	0.399	0.139834226524455	0.35046172061267
4610	YBR300C	498	5	0.498	0.174792783155569	0.350989524408773
5015	YNR003W-A	99	1	0.099	0.0349585566311138	0.353116733647614
6400	YHR015W	1980	20	1.98	0.699171132622276	0.353116733647614
7339	YAL067C	1782	18	1.782	0.629254019360049	0.353116733647614
6446	YHR049C-A	297	3	0.297	0.104875669893341	0.353116733647614
7167	YFL066C	1179	12	1.179	0.419502679573366	0.355812281232711
970	YOL134C	390	4	0.39	0.139834226524455	0.358549298780655
3611	YML057C-A	390	4	0.39	0.139834226524455	0.358549298780655
3939	YMR193C-A	387	4	0.387	0.139834226524455	0.361328750709187
6252	YER148W-A	579	6	0.579	0.209751339786683	0.362264835555584
1979	YGR059W	1539	16	1.539	0.559336906097821	0.363441784339065
5971	YEL050W-A	192	2	0.192	0.0699171132622276	0.364151631574102
3863	YMR133W	1242	13	1.242	0.45446123620448	0.365910818200064
5346	YJL015C	285	3	0.285	0.104875669893341	0.367984806643303
840	YDR464C-A	189	2	0.189	0.0699171132622276	0.369931816202263
1300	YOR142W-B	3963	42	3.963	1.46825937850678	0.370491894652228
5949	YEL069C	1695	18	1.695	0.629254019360049	0.371241309356961
3508	YPR197C	564	6	0.564	0.209751339786683	0.37189953862887
5372	YJR005C-A	282	3	0.282	0.104875669893341	0.37189953862887
6862	YIL025C	375	4	0.375	0.139834226524455	0.372891270731881
5458	YJR079W	187	2	0.187	0.0699171132622276	0.373888306215121
3773	YMR057C	372	4	0.372	0.139834226524455	0.375898458399073
6562	YHR137C-A	651	7	0.651	0.244709896417797	0.375898458399073
3573	YML089C	369	4	0.369	0.139834226524455	0.378954543426708
518	YDR199W	366	4	0.366	0.139834226524455	0.382060728208894
5974	snR53	91	1	0.091	0.0349585566311138	0.384159962979273
6867	YIL021C-A	270	3	0.27	0.104875669893341	0.388428407012376
5694	YKL100W-A	90	1	0.09	0.0349585566311138	0.388428407012376
6412	YHR022C-A	90	1	0.09	0.0349585566311138	0.388428407012376
6847	YIL037C	1971	22	1.971	0.769088245884504	0.390202052706496
93	YDL162C	357	4	0.357	0.139834226524455	0.391692511272984
236	YDL041W	354	4	0.354	0.139834226524455	0.395011939334619
4636	YNL319W	441	5	0.441	0.174792783155569	0.396355517359567
3129	YPL119C-A	264	3	0.264	0.104875669893341	0.397256325353566
3712	snR74	88	1	0.088	0.0349585566311138	0.397256325353566
1254	YOR102W	351	4	0.351	0.139834226524455	0.398388109756283
6162	YER085C	522	6	0.522	0.209751339786683	0.401822490012802
2126	YGR174W-A	87	1	0.087	0.0349585566311138	0.401822490012803
2511	YLR149C-A	87	1	0.087	0.0349585566311138	0.401822490012803
6149	YER076W-A	348	4	0.348	0.139834226524455	0.401822490012803
6135	YER068C-A	432	5	0.432	0.174792783155569	0.404612923971225
3077	YPL165C	1122	13	1.122	0.45446123620448	0.405045665066381
5056	YNR042W	429	5	0.429	0.174792783155569	0.407442384978016
2180	YGR219W	342	4	0.342	0.139834226524455	0.408872007381448
5156	YJL175W	513	6	0.513	0.209751339786683	0.408872007381448
6227	YER133W-A	342	4	0.342	0.139834226524455	0.408872007381448
4044	YMR279C	1623	19	1.623	0.664212575991162	0.409249892785682
5730	YKL070W	510	6	0.51	0.209751339786683	0.411277136836633
7059	YCR018C-A	255	3	0.255	0.104875669893341	0.411277136836633
2460	snR79	84	1	0.084	0.0349585566311138	0.416173293227545
3338	YPR064W	420	5	0.42	0.174792783155569	0.416173293227545
4112	tL(UAA)B1	84	1	0.084	0.0349585566311138	0.416173293227545
5360	tL(UAA)J	84	1	0.084	0.0349585566311138	0.416173293227545
6354	YHL015W-A	84	1	0.084	0.0349585566311138	0.416173293227545
5333	YJL027C	417	5	0.417	0.174792783155569	0.419167345696808
6192	YER106W	909	11	0.909	0.384544122942252	0.423040839320409
205	YDL068W	330	4	0.33	0.139834226524455	0.423740080377137
6152	YER078W-A	165	2	0.165	0.0699171132622276	0.423740080377137
276	tS(AGA)D1	82	1	0.082	0.0349585566311138	0.426323861355047
592	tS(AGA)D2	82	1	0.082	0.0349585566311138	0.426323861355047
1013	YOL099C	492	6	0.492	0.209751339786683	0.426323861355047
3686	tS(AGA)M	82	1	0.082	0.0349585566311138	0.426323861355047
6398	tS(AGA)H	82	1	0.082	0.0349585566311138	0.426323861355047
6554	YHR131W-A	246	3	0.246	0.104875669893341	0.426323861355047
4795	YNL174W	573	7	0.573	0.244709896417797	0.427067882055492
5355	YJL009W	327	4	0.327	0.139834226524455	0.427627604050322
769	YDR402C	1470	18	1.47	0.629254019360049	0.428063958748332
1612	YGL249W	2115	26	2.115	0.908922472408959	0.429750577971139
270	YDL011C	324	4	0.324	0.139834226524455	0.43158711890264
1690	YGL182C	324	4	0.324	0.139834226524455	0.43158711890264
1888	YGL014C-A	162	2	0.162	0.0699171132622276	0.43158711890264
4234	YBL012C	402	5	0.402	0.174792783155569	0.434807918297435
1461	YOR282W	321	4	0.321	0.139834226524455	0.435620643378365
301	YDR015C	240	3	0.24	0.104875669893341	0.436981957888923
3618	YML054C-A	159	2	0.159	0.0699171132622276	0.439730272089482
2272	YLL066C	3331	42	3.331	1.46825937850678	0.440786364006839
2852	YLR400W	474	6	0.474	0.209751339786683	0.44251337507739
5326	YJL032W	315	4	0.315	0.139834226524455	0.443918179442715
1347	YOR183W	390	5	0.39	0.174792783155569	0.448186623475818
1821	YGL069C	465	6	0.465	0.209751339786683	0.451078150078888
989	YOL118C	309	4	0.309	0.139834226524455	0.452537949917331
2207	YGR242W	309	4	0.309	0.139834226524455	0.452537949917331
3873	YMR141C	309	4	0.309	0.139834226524455	0.452537949917331
4161	YBL071C	309	4	0.309	0.139834226524455	0.452537949917331
1111	YOL019W-A	153	2	0.153	0.0699171132622276	0.456974596485148
1851	YGL042C	306	4	0.306	0.139834226524455	0.456974596485148
2812	YLR366W	306	4	0.306	0.139834226524455	0.456974596485148
5691	YKL102C	306	4	0.306	0.139834226524455	0.456974596485148
69	YDL185C-A	228	3	0.228	0.104875669893341	0.459981008304129
2866	YLR410W-B	4020	53	4.02	1.85280350144903	0.460896393395282
1480	YOR298W	1440	19	1.44	0.664212575991162	0.461258733327196
2033	YGR107W	450	6	0.45	0.209751339786683	0.466114088414851
7234	YFL012W-A	375	5	0.375	0.174792783155569	0.466114088414851
2	YDL247W-A	75	1	0.075	0.0349585566311138	0.466114088414851
4297	YBR040W	897	12	0.897	0.419502679573366	0.467672998409549
4674	YNL285W	372	5	0.372	0.174792783155569	0.469873072998842
923	YDR536W	1710	23	1.71	0.804046802515618	0.470202808488665
5106	YJL219W	1704	23	1.704	0.804046802515618	0.471858452180527
1639	tV(AAC)G3	74	1	0.074	0.0349585566311138	0.472412927447484
2689	tV(AAC)L	74	1	0.074	0.0349585566311138	0.472412927447484
2884	tN(GUU)L	74	1	0.074	0.0349585566311138	0.472412927447484
3761	tV(AAC)M1	74	1	0.074	0.0349585566311138	0.472412927447484
3794	tV(AAC)M2	74	1	0.074	0.0349585566311138	0.472412927447484
4302	tV(UAC)B	74	1	0.074	0.0349585566311138	0.472412927447484
4968	tI(AAU)N1	74	1	0.074	0.0349585566311138	0.472412927447484
5775	tV(AAC)K2	74	1	0.074	0.0349585566311138	0.472412927447484
6795	tI(AAU)I2	74	1	0.074	0.0349585566311138	0.472412927447484
7096	YCR045C	1476	20	1.476	0.699171132622276	0.473693179283385
3822	YMR101C	1032	14	1.032	0.489419792835593	0.474243985305808
5853	YKR034W	810	11	0.81	0.384544122942252	0.474745830792904
5319	YJL038C	660	9	0.66	0.314627009680024	0.476707590424279
2948	YPL276W	438	6	0.438	0.209751339786683	0.478884337412518
5010	YNR001W-A	219	3	0.219	0.104875669893341	0.478884337412518
274	tT(AGU)D	73	1	0.073	0.0349585566311138	0.478884337412518
717	tK(CUU)D1	73	1	0.073	0.0349585566311138	0.478884337412518
1142	tR(ACG)O	73	1	0.073	0.0349585566311138	0.478884337412518
2470	tR(ACG)L	73	1	0.073	0.0349585566311138	0.478884337412518
3275	tK(CUU)P	73	1	0.073	0.0349585566311138	0.478884337412518
3829	tK(CUU)M	73	1	0.073	0.0349585566311138	0.478884337412518
4964	tT(AGU)N2	73	1	0.073	0.0349585566311138	0.478884337412518
5674	tA(AGC)K1	73	1	0.073	0.0349585566311138	0.478884337412518
6147	tA(UGC)E	73	1	0.073	0.0349585566311138	0.478884337412518
7433	tA(UGC)A	73	1	0.073	0.0349585566311138	0.478884337412518
3310	YPR038W	360	5	0.36	0.174792783155569	0.48553550876547
356	tD(GUC)D	72	1	0.072	0.0349585566311138	0.48553550876547
999	tG(UCC)O	72	1	0.072	0.0349585566311138	0.48553550876547
1363	tM(CAU)O1	72	1	0.072	0.0349585566311138	0.48553550876547
1842	tR(UCU)G1	72	1	0.072	0.0349585566311138	0.48553550876547
2012	tT(UGU)G1	72	1	0.072	0.0349585566311138	0.48553550876547
2036	tC(GCA)G	72	1	0.072	0.0349585566311138	0.48553550876547
3138	tM(CAU)P	72	1	0.072	0.0349585566311138	0.48553550876547
3819	tD(GUC)M	72	1	0.072	0.0349585566311138	0.48553550876547
4350	tD(GUC)B	72	1	0.072	0.0349585566311138	0.48553550876547
5859	tD(GUC)K	72	1	0.072	0.0349585566311138	0.48553550876547
6030	tR(UCU)E	72	1	0.072	0.0349585566311138	0.48553550876547
6077	tH(GUG)E1	72	1	0.072	0.0349585566311138	0.48553550876547
6783	tE(CUC)I	72	1	0.072	0.0349585566311138	0.48553550876547
762	YDR396W	501	7	0.501	0.244709896417797	0.48844290702155
2558	YLR162W	357	5	0.357	0.174792783155569	0.48961563909123
5556	YKL221W	1422	20	1.422	0.699171132622276	0.491681527863767
1106	tG(GCC)O2	71	1	0.071	0.0349585566311138	0.492374037057941
5339	tG(GCC)J1	71	1	0.071	0.0349585566311138	0.492374037057941
5597	YKL183C-A	213	3	0.213	0.104875669893341	0.492374037057941
5975	tG(GCC)E	71	1	0.071	0.0349585566311138	0.492374037057941
1023	YOL091W	1830	26	1.83	0.908922472408959	0.496678946671562
2739	YLR311C	348	5	0.348	0.174792783155569	0.502278112516003
10	YDL240C-A	138	2	0.138	0.0699171132622276	0.506645748277012
1215	YOR068C	345	5	0.345	0.174792783155569	0.506645748277012
2433	YLR081W	1725	25	1.725	0.873963915777845	0.506645748277012
5098	YJL225C	4116	60	4.116	2.09751339786683	0.509599950890872
6805	YIL071W-A	477	7	0.477	0.244709896417797	0.513018650771062
1724	YGL152C	678	10	0.678	0.349585566311138	0.515612929662446
7245	YFL003C	2637	39	2.637	1.36338370861344	0.517020746535244
3566	YML094C-A	402	6	0.402	0.209751339786683	0.521769501956923
4362	YBR089W	600	9	0.6	0.314627009680024	0.524378349466707
2268	YLL067C	3331	50	3.331	1.74792783155569	0.524745671436713
409	YDR102C	333	5	0.333	0.174792783155569	0.524903252719427
151	YDL114W	927	14	0.927	0.489419792835593	0.527960941570219
3628	YML047C	1059	16	1.059	0.559336906097821	0.528174604436092
6238	YER137C-A	1323	20	1.323	0.699171132622276	0.528474023146089
1397	YOR225W	330	5	0.33	0.174792783155569	0.529675100471421
2777	YLR338W	858	13	0.858	0.45446123620448	0.529675100471421
3265	YPR002C-A	198	3	0.198	0.104875669893341	0.529675100471421
3560	YML099W-A	330	5	0.33	0.174792783155569	0.529675100471421
6010	YEL020C-B	198	3	0.198	0.104875669893341	0.529675100471421
7159	YCR102W-A	198	3	0.198	0.104875669893341	0.529675100471421
7361	YAL047W-A	330	5	0.33	0.174792783155569	0.529675100471421
2187	YGR224W	1842	28	1.842	0.978839585671187	0.531400426531589
677	YDR327W	327	5	0.327	0.174792783155569	0.534534505062902
6236	YER138C	1302	20	1.302	0.699171132622276	0.536997797712962
6237	YER138C	3966	61	3.966	2.13247195449794	0.537688339510323
2569	YLR171W	390	6	0.39	0.209751339786683	0.537823948170982
4470	YBR182C-A	195	3	0.195	0.104875669893341	0.537823948170982
4575	YBR266C	453	7	0.453	0.244709896417797	0.540198446838403
6100	YER044C-A	1164	18	1.164	0.629254019360049	0.540596236563616
2949	YPL275W	711	11	0.711	0.384544122942252	0.540849680650143
4109	YBL108C-A	129	2	0.129	0.0699171132622276	0.54199312606378
4162	YBL070C	321	5	0.321	0.174792783155569	0.544525804222957
2908	YLR445W	384	6	0.384	0.209751339786683	0.546227447361153
7235	YFL012W	447	7	0.447	0.244709896417797	0.547449432702006
3699	YMR007W	381	6	0.381	0.209751339786683	0.550528450883682
7301	RUF23	254	4	0.254	0.139834226524455	0.550528450883682
